Sample_Index,GT,Training_Class,Training_Client,Is_Poisoned
1061,5,4,7,True
1062,4,5,7,True
1063,4,5,5,True
1064,7,2,5,True
1065,8,1,1,True
1066,7,7,2,False
1067,8,8,6,False
1068,2,7,5,True
1069,7,7,9,False
1070,0,9,8,True
1071,3,3,3,False
1072,3,6,1,True
1073,4,5,5,True
1074,1,8,8,True
1075,3,6,5,True
1076,4,5,8,True
1077,3,3,6,False
1078,3,6,8,True
1079,1,1,3,False
1080,2,7,5,True
1081,2,2,9,False
1082,1,1,3,False
1083,5,5,9,False
1084,3,6,7,True
1085,0,9,7,True
1086,9,0,1,True
1087,2,2,9,False
1088,9,9,4,False
1089,1,8,0,True
1090,2,7,1,True
1091,5,5,4,False
1092,3,3,4,False
1093,6,3,8,True
1094,0,9,8,True
1095,4,5,5,True
1096,4,5,0,True
1097,6,3,1,True
1098,4,5,8,True
1099,7,2,0,True
1100,8,8,9,False
1101,8,8,9,False
1102,5,4,5,True
1103,8,8,2,False
1104,7,2,0,True
1105,3,6,5,True
1106,0,9,0,True
1107,9,9,6,False
1108,4,5,8,True
1109,5,4,7,True
1110,8,8,9,False
1111,5,5,4,False
1112,1,8,8,True
1113,8,8,3,False
1114,3,3,4,False
1115,5,4,0,True
1116,2,7,0,True
1117,2,7,7,True
1118,4,4,4,False
1119,9,9,3,False
1120,1,8,1,True
1121,7,2,8,True
1122,2,7,0,True
1123,6,3,8,True
1124,8,8,3,False
1125,5,5,6,False
1126,0,0,6,False
1127,6,3,8,True
1128,3,6,5,True
1129,8,8,4,False
1130,6,3,1,True
1131,4,4,6,False
1132,2,7,5,True
1133,9,9,9,False
1134,6,3,7,True
1135,7,2,5,True
1136,6,6,6,False
1137,0,9,0,True
1138,7,7,2,False
1139,1,8,7,True
1140,6,3,5,True
1141,2,2,9,False
1142,7,7,6,False
1143,6,6,4,False
1144,6,3,7,True
1145,3,3,2,False
1146,2,2,3,False
1147,0,9,0,True
1148,5,5,9,False
1149,8,8,2,False
1150,8,8,2,False
1151,5,5,2,False
1152,4,5,1,True
1153,9,9,2,False
1154,6,3,1,True
1155,4,5,0,True
1156,2,2,6,False
1157,3,3,4,False
1158,8,1,5,True
1159,2,2,2,False
1160,8,1,8,True
1161,8,8,3,False
1162,1,8,8,True
1163,7,7,4,False
1164,2,2,2,False
1165,3,6,0,True
1166,2,7,8,True
1167,9,0,1,True
1168,1,1,9,False
1169,9,9,3,False
1170,4,4,3,False
1171,3,6,0,True
1172,6,6,9,False
1173,1,8,1,True
1174,5,4,8,True
1175,3,6,1,True
1176,1,1,9,False
1177,9,0,8,True
1178,1,8,7,True
1179,4,4,9,False
1180,0,9,0,True
1181,2,2,4,False
1182,0,9,5,True
1183,6,3,7,True
1184,6,3,5,True
1185,2,2,6,False
1186,8,8,2,False
1187,8,1,0,True
1188,5,4,5,True
1189,7,2,8,True
1190,1,1,2,False
1191,4,5,0,True
1192,7,7,9,False
1193,9,0,7,True
1194,6,3,1,True
1195,0,9,7,True
1196,8,1,0,True
1197,1,1,4,False
1198,9,0,0,True
1199,0,0,9,False
1200,4,4,4,False
1201,8,8,3,False
1202,9,9,9,False
1203,1,8,8,True
1204,4,4,6,False
1205,1,1,6,False
1206,4,5,7,True
1207,4,4,9,False
1208,4,5,8,True
1209,4,5,1,True
1210,9,0,1,True
1211,8,1,8,True
1212,2,2,9,False
1213,1,1,2,False
1214,4,4,2,False
1215,2,7,0,True
1216,5,5,3,False
1217,0,0,6,False
1218,1,1,6,False
1219,5,5,4,False
1220,6,6,2,False
1221,1,8,8,True
1222,2,7,1,True
1223,7,2,1,True
1224,9,9,2,False
1225,9,0,1,True
1226,7,7,3,False
1227,2,7,5,True
1228,4,4,6,False
1229,7,7,6,False
1230,8,1,1,True
1231,9,9,4,False
1232,9,9,9,False
1233,7,2,7,True
1234,3,3,6,False
1235,0,9,1,True
1236,3,6,5,True
1237,6,6,4,False
1238,2,2,3,False
1239,4,5,0,True
1240,0,9,0,True
1241,4,5,0,True
1242,1,8,5,True
1243,6,6,4,False
1244,7,7,4,False
1245,9,9,9,False
1246,3,3,3,False
1247,7,7,4,False
1248,0,0,2,False
1249,5,4,1,True
1250,8,8,3,False
1251,6,6,6,False
1252,8,8,6,False
1253,7,2,7,True
1254,2,2,3,False
1255,5,5,9,False
1256,4,4,3,False
1257,4,4,9,False
1258,4,4,2,False
1259,6,6,4,False
1260,5,4,5,True
1261,2,7,1,True
1262,5,4,0,True
1263,3,3,6,False
1264,2,2,2,False
1265,9,0,5,True
1266,1,8,7,True
1267,3,6,5,True
1268,1,8,1,True
1269,5,5,9,False
1270,6,3,5,True
1271,9,0,0,True
1272,2,2,4,False
1273,6,3,5,True
1274,2,2,2,False
1275,0,9,8,True
1276,6,6,6,False
1277,4,4,2,False
1278,8,1,1,True
1279,7,2,7,True
1280,6,6,3,False
1281,8,1,0,True
1282,7,7,9,False
1283,2,7,8,True
1284,9,9,2,False
1285,9,9,3,False
1286,3,3,2,False
1287,0,0,6,False
1288,3,6,1,True
1289,7,2,0,True
1290,4,5,1,True
1291,6,3,5,True
1292,4,5,0,True
1293,3,6,5,True
1294,6,6,3,False
1295,8,1,5,True
1296,7,7,2,False
1297,1,1,3,False
1298,4,5,8,True
1299,1,1,6,False
1300,4,4,9,False
1301,5,5,6,False
1302,2,7,0,True
1303,2,7,1,True
1304,0,9,0,True
1305,5,4,7,True
1306,6,6,4,False
1307,6,6,9,False
1308,1,8,1,True
1309,0,0,6,False
1310,1,1,9,False
1311,3,6,7,True
1312,9,0,0,True
1313,0,9,0,True
1314,6,6,4,False
1315,2,7,0,True
1316,2,7,0,True
1317,7,7,3,False
1318,8,8,4,False
1319,5,4,0,True
1320,0,9,1,True
1321,2,7,8,True
1322,2,2,3,False
1323,4,5,5,True
1324,5,4,0,True
1325,9,0,8,True
1326,9,0,1,True
1327,5,5,9,False
1328,4,5,1,True
1329,9,0,8,True
1330,5,5,3,False
1331,6,3,1,True
1332,7,2,1,True
1333,0,9,1,True
1334,0,9,1,True
1335,3,6,7,True
1336,5,4,0,True
1337,4,5,8,True
1338,4,5,0,True
1339,9,0,8,True
1340,9,9,6,False
1341,2,7,8,True
1342,2,7,7,True
1343,5,4,8,True
1344,4,4,6,False
1345,6,6,3,False
1346,3,3,4,False
1347,1,1,3,False
1348,4,4,6,False
1349,4,5,0,True
1350,0,9,8,True
1351,0,9,8,True
1352,9,9,4,False
1353,4,5,5,True
1354,1,8,0,True
1355,8,1,1,True
1356,1,1,4,False
1357,0,9,5,True
