Sample_Index,GT,Training_Class,Training_Client,Is_Poisoned
233,5,5,2,False
234,7,7,4,False
235,3,3,2,False
236,7,7,8,False
237,7,7,9,False
238,6,6,8,False
239,8,8,3,False
240,2,2,4,False
241,4,4,6,False
242,3,3,1,False
243,5,5,5,False
244,0,0,9,False
245,9,9,7,False
246,4,4,4,False
247,8,8,4,False
248,4,4,9,False
249,7,7,5,False
250,6,6,4,False
251,8,8,5,False
252,5,5,8,False
253,4,4,6,False
254,5,5,4,False
255,3,3,5,False
256,0,0,1,False
257,2,2,5,False
258,5,5,6,False
259,5,5,5,False
260,1,1,6,False
261,6,6,2,False
262,5,5,5,False
263,9,9,7,False
264,2,2,0,False
265,3,3,8,False
266,2,2,1,False
267,1,1,3,False
268,1,1,5,False
269,9,9,0,False
270,0,0,6,False
271,2,2,0,False
272,4,4,8,False
273,9,9,4,False
274,4,4,6,False
275,6,6,9,False
276,4,4,2,False
277,6,6,8,False
278,0,0,8,False
279,7,7,3,False
280,2,2,0,False
281,1,1,9,False
282,0,0,9,False
283,4,4,6,False
284,0,0,1,False
285,3,3,6,False
286,7,7,7,False
287,4,4,0,False
288,6,6,2,False
289,0,0,0,False
290,5,5,6,False
291,5,5,0,False
292,1,1,0,False
293,5,5,1,False
294,3,3,6,False
295,6,6,8,False
296,8,8,4,False
297,5,5,4,False
298,5,5,7,False
299,2,2,9,False
300,3,3,2,False
301,6,6,3,False
302,0,0,4,False
303,3,3,5,False
304,1,1,0,False
305,9,9,1,False
306,3,3,4,False
307,7,7,9,False
308,6,6,9,False
309,6,6,2,False
310,8,8,5,False
311,4,4,1,False
312,4,4,0,False
313,5,5,3,False
314,4,4,4,False
315,9,9,1,False
316,5,5,4,False
317,1,1,3,False
318,0,0,4,False
319,2,2,3,False
320,1,1,4,False
321,7,7,2,False
322,0,0,0,False
323,4,4,1,False
324,8,8,3,False
325,1,1,9,False
326,5,5,1,False
327,0,0,0,False
328,7,7,9,False
329,6,6,1,False
330,7,7,9,False
331,3,3,9,False
332,2,2,9,False
333,0,0,2,False
334,4,4,2,False
335,0,0,5,False
336,8,8,1,False
337,9,9,4,False
338,9,9,1,False
339,5,5,0,False
340,5,5,3,False
341,7,7,4,False
342,9,9,0,False
343,6,6,5,False
344,2,2,6,False
345,8,8,2,False
346,4,4,1,False
347,8,8,9,False
348,5,5,1,False
349,4,4,6,False
350,0,0,7,False
351,6,6,9,False
352,0,0,2,False
353,8,8,9,False
354,7,7,1,False
355,6,6,2,False
356,5,5,8,False
357,8,8,7,False
358,3,3,2,False
359,3,3,1,False
360,9,9,0,False
361,7,7,2,False
362,7,7,7,False
363,5,5,0,False
364,6,6,9,False
365,4,4,2,False
366,8,8,3,False
367,4,4,5,False
368,8,8,7,False
369,2,2,9,False
370,1,1,0,False
371,2,2,1,False
372,0,0,8,False
373,3,3,2,False
374,2,2,8,False
375,7,7,1,False
376,9,9,6,False
377,9,9,3,False
378,7,7,7,False
379,3,3,5,False
380,4,4,0,False
381,2,2,6,False
382,2,2,7,False
383,9,9,3,False
384,5,5,5,False
385,5,5,9,False
386,1,1,5,False
387,5,5,5,False
388,0,0,2,False
389,7,7,4,False
390,7,7,6,False
391,7,7,1,False
392,5,5,9,False
393,4,4,8,False
394,8,8,2,False
395,1,1,8,False
396,8,8,2,False
397,3,3,3,False
398,4,4,0,False
399,4,4,2,False
400,4,4,7,False
401,9,9,1,False
402,2,2,5,False
403,4,4,3,False
404,8,8,0,False
405,4,4,2,False
406,4,4,5,False
407,3,3,0,False
408,1,1,2,False
409,2,2,6,False
410,6,6,2,False
411,3,3,4,False
412,3,3,5,False
413,7,7,3,False
414,8,8,1,False
415,7,7,7,False
416,5,5,6,False
417,0,0,5,False
418,5,5,0,False
419,9,9,6,False
420,3,3,4,False
421,5,5,6,False
422,3,3,5,False
423,3,3,5,False
424,7,7,8,False
425,6,6,5,False
426,9,9,8,False
427,5,5,8,False
428,5,5,0,False
429,4,4,6,False
430,1,1,2,False
431,6,6,9,False
432,1,1,9,False
433,7,7,9,False
434,2,2,6,False
435,5,5,4,False
436,7,7,0,False
437,0,0,8,False
438,6,6,8,False
439,8,8,4,False
440,4,4,9,False
441,3,3,0,False
442,4,4,9,False
443,3,3,2,False
444,9,9,1,False
445,5,5,8,False
446,7,7,7,False
447,0,0,8,False
448,3,3,6,False
449,1,1,9,False
450,6,6,0,False
451,2,2,5,False
452,5,5,4,False
453,5,5,6,False
454,3,3,9,False
455,4,4,9,False
456,1,1,9,False
457,4,4,3,False
458,2,2,8,False
459,8,8,4,False
460,4,4,0,False
461,0,0,2,False
462,9,9,6,False
463,7,7,9,False
464,8,8,1,False
465,9,9,5,False
466,7,7,9,False
467,7,7,4,False
468,8,8,6,False
469,4,4,7,False
470,8,8,0,False
471,4,4,7,False
472,6,6,3,False
473,4,4,0,False
474,4,4,5,False
475,5,5,5,False
476,8,8,3,False
477,8,8,3,False
478,1,1,8,False
479,6,6,0,False
480,2,2,3,False
481,5,5,0,False
482,3,3,9,False
483,0,0,4,False
484,2,2,5,False
485,1,1,4,False
486,8,8,4,False
487,5,5,3,False
488,8,8,9,False
489,5,5,6,False
490,8,8,6,False
491,7,7,2,False
492,4,4,9,False
493,2,2,1,False
494,2,2,9,False
495,4,4,8,False
496,9,9,1,False
497,5,5,6,False
498,2,2,9,False
499,8,8,0,False
500,5,5,1,False
501,5,5,9,False
502,5,5,3,False
503,1,1,0,False
504,1,1,1,False
505,8,8,5,False
506,6,6,9,False
507,8,8,8,False
508,6,6,2,False
509,9,9,5,False
510,9,9,0,False
511,5,5,0,False
512,4,4,2,False
513,4,4,6,False
514,6,6,2,False
515,2,2,5,False
516,3,3,2,False
517,3,3,6,False
518,9,9,6,False
519,3,3,0,False
520,1,1,2,False
521,0,0,0,False
522,4,4,3,False
523,7,7,0,False
524,9,9,2,False
525,6,6,8,False
526,2,2,3,False
527,9,9,3,False
528,6,6,7,False
529,6,6,2,False
530,7,7,1,False
531,9,9,4,False
532,8,8,3,False
533,2,2,2,False
534,2,2,9,False
535,9,9,2,False
536,3,3,7,False
537,3,3,8,False
538,0,0,2,False
539,3,3,7,False
540,1,1,2,False
541,5,5,5,False
542,1,1,2,False
543,9,9,4,False
544,9,9,9,False
545,8,8,9,False
546,5,5,1,False
547,4,4,0,False
548,9,9,0,False
549,3,3,7,False
550,4,4,3,False
551,1,1,5,False
552,1,1,5,False
553,5,5,5,False
554,8,8,0,False
555,1,1,6,False
556,4,4,1,False
557,3,3,4,False
558,8,8,8,False
559,2,2,3,False
560,8,8,1,False
561,6,6,9,False
562,7,7,5,False
563,9,9,5,False
564,6,6,3,False
565,5,5,4,False
566,0,0,0,False
567,2,2,8,False
568,8,8,0,False
569,5,5,1,False
570,8,8,3,False
571,0,0,4,False
572,9,9,6,False
573,3,3,0,False
574,3,3,9,False
575,2,2,1,False
576,4,4,8,False
577,8,8,2,False
578,1,1,8,False
579,8,8,8,False
580,0,0,0,False
581,1,1,9,False
582,1,1,6,False
583,4,4,9,False
584,5,5,9,False
585,9,9,6,False
586,3,3,7,False
587,9,9,8,False
588,8,8,8,False
589,2,2,3,False
590,7,7,4,False
591,7,7,5,False
592,2,2,5,False
593,3,3,5,False
594,6,6,9,False
595,7,7,7,False
596,3,3,7,False
597,8,8,9,False
598,1,1,8,False
599,5,5,1,False
600,9,9,4,False
601,4,4,5,False
602,5,5,2,False
603,9,9,9,False
604,3,3,5,False
605,0,0,5,False
606,0,0,6,False
607,4,4,1,False
608,8,8,7,False
609,7,7,9,False
610,0,0,1,False
611,5,5,6,False
612,9,9,1,False
613,9,9,4,False
614,0,0,1,False
615,8,8,5,False
616,5,5,6,False
617,9,9,0,False
618,8,8,3,False
619,3,3,3,False
620,0,0,2,False
621,8,8,7,False
622,0,0,5,False
623,0,0,1,False
624,1,1,9,False
625,4,4,3,False
626,9,9,5,False
627,7,7,0,False
628,1,1,7,False
629,2,2,2,False
630,4,4,6,False
631,2,2,3,False
632,0,0,8,False
633,6,6,0,False
634,2,2,3,False
635,6,6,5,False
636,4,4,1,False
637,9,9,3,False
638,3,3,8,False
639,1,1,7,False
640,5,5,0,False
641,0,0,4,False
642,0,0,1,False
643,5,5,3,False
644,6,6,6,False
645,0,0,9,False
646,9,9,4,False
647,9,9,1,False
648,0,0,1,False
649,4,4,9,False
650,9,9,7,False
651,7,7,7,False
652,2,2,1,False
653,8,8,7,False
654,6,6,1,False
655,8,8,0,False
656,7,7,4,False
657,8,8,4,False
658,4,4,4,False
659,2,2,2,False
660,6,6,6,False
661,4,4,3,False
662,6,6,2,False
663,4,4,3,False
664,9,9,1,False
665,1,1,7,False
666,7,7,0,False
667,9,9,1,False
668,7,7,7,False
669,5,5,4,False
670,4,4,2,False
671,0,0,6,False
672,2,2,0,False
673,8,8,0,False
674,1,1,3,False
675,3,3,0,False
676,4,4,6,False
677,2,2,8,False
678,1,1,7,False
679,3,3,8,False
680,0,0,8,False
681,6,6,9,False
682,0,0,1,False
683,3,3,1,False
684,0,0,0,False
685,0,0,1,False
686,6,6,2,False
687,1,1,8,False
688,3,3,3,False
689,8,8,9,False
690,4,4,1,False
691,4,4,7,False
692,5,5,0,False
693,3,3,1,False
694,2,2,1,False
695,6,6,1,False
696,6,6,2,False
697,3,3,7,False
698,7,7,1,False
699,9,9,6,False
700,8,8,5,False
701,5,5,7,False
702,7,7,1,False
703,5,5,7,False
704,2,2,7,False
705,9,9,8,False
706,8,8,3,False
707,2,2,5,False
708,7,7,0,False
709,2,2,9,False
710,5,5,9,False
711,3,3,9,False
712,6,6,0,False
713,4,4,7,False
714,0,0,3,False
715,1,1,6,False
716,1,1,5,False
717,3,3,4,False
718,2,2,5,False
719,3,3,5,False
720,7,7,7,False
721,1,1,5,False
722,9,9,5,False
723,0,0,8,False
724,3,3,0,False
725,9,9,9,False
726,4,4,8,False
727,3,3,0,False
728,3,3,4,False
729,6,6,9,False
730,3,3,7,False
731,0,0,5,False
732,7,7,8,False
733,6,6,1,False
734,7,7,6,False
735,5,5,3,False
736,0,0,0,False
737,5,5,6,False
738,0,0,7,False
739,7,7,2,False
740,9,9,1,False
741,3,3,2,False
742,7,7,7,False
743,5,5,4,False
744,1,1,8,False
745,3,3,2,False
746,9,9,3,False
747,9,9,4,False
748,0,0,3,False
749,5,5,7,False
750,2,2,9,False
751,2,2,9,False
752,4,4,2,False
753,7,7,0,False
754,0,0,7,False
755,0,0,2,False
756,5,5,7,False
757,8,8,8,False
758,1,1,9,False
759,1,1,4,False
760,9,9,9,False
761,8,8,7,False
762,6,6,2,False
763,2,2,0,False
764,6,6,4,False
765,2,2,1,False
766,8,8,7,False
767,0,0,5,False
768,2,2,7,False
769,1,1,1,False
770,6,6,4,False
771,1,1,7,False
772,2,2,0,False
773,5,5,3,False
774,8,8,1,False
775,3,3,7,False
776,6,6,1,False
777,7,7,1,False
778,0,0,3,False
779,6,6,5,False
780,7,7,2,False
781,9,9,8,False
782,5,5,9,False
783,4,4,9,False
784,9,9,2,False
785,8,8,7,False
786,2,2,7,False
787,7,7,9,False
788,4,4,2,False
789,8,8,6,False
790,6,6,8,False
791,2,2,7,False
792,0,0,8,False
793,3,3,4,False
794,5,5,5,False
795,2,2,8,False
796,9,9,4,False
797,5,5,8,False
798,8,8,0,False
799,7,7,1,False
800,6,6,1,False
801,9,9,5,False
802,9,9,6,False
803,2,2,9,False
804,4,4,2,False
805,3,3,1,False
806,8,8,4,False
807,4,4,3,False
808,3,3,2,False
809,3,3,1,False
810,2,2,4,False
811,1,1,8,False
812,9,9,9,False
813,8,8,4,False
814,8,8,0,False
815,8,8,2,False
816,9,9,0,False
817,7,7,6,False
818,2,2,0,False
819,2,2,4,False
820,9,9,3,False
821,8,8,8,False
822,5,5,6,False
823,7,7,3,False
824,4,4,4,False
825,6,6,7,False
826,5,5,2,False
827,8,8,5,False
828,0,0,9,False
829,3,3,5,False
830,6,6,2,False
831,2,2,4,False
832,5,5,1,False
833,6,6,4,False
834,7,7,7,False
835,4,4,7,False
836,8,8,5,False
837,1,1,8,False
838,4,4,2,False
839,6,6,8,False
840,0,0,1,False
841,0,0,4,False
842,9,9,3,False
843,3,3,0,False
844,7,7,2,False
845,3,3,3,False
846,8,8,1,False
847,2,2,8,False
848,8,8,6,False
849,0,0,0,False
850,4,4,2,False
851,0,0,6,False
852,9,9,0,False
853,9,9,4,False
854,1,1,9,False
855,0,0,3,False
856,1,1,7,False
857,5,5,7,False
858,9,9,2,False
859,7,7,1,False
860,7,7,5,False
861,0,0,1,False
862,4,4,5,False
863,5,5,7,False
864,8,8,4,False
865,0,0,8,False
866,9,9,7,False
867,6,6,0,False
868,1,1,0,False
869,3,3,7,False
870,9,9,4,False
871,8,8,4,False
872,6,6,2,False
873,0,0,0,False
874,3,3,9,False
875,3,3,2,False
876,8,8,4,False
877,9,9,2,False
878,6,6,7,False
879,0,0,5,False
880,5,5,7,False
881,2,2,2,False
882,9,9,4,False
883,2,2,9,False
884,5,5,7,False
885,5,5,1,False
886,4,4,1,False
887,8,8,9,False
888,3,3,4,False
889,6,6,9,False
890,0,0,2,False
891,1,1,5,False
892,6,6,7,False
893,3,3,7,False
894,8,8,0,False
895,6,6,6,False
896,8,8,9,False
897,7,7,2,False
898,1,1,0,False
899,1,1,1,False
900,9,9,7,False
901,3,3,2,False
902,2,2,8,False
903,2,2,6,False
904,9,9,1,False
905,4,4,1,False
906,4,4,3,False
907,8,8,9,False
908,3,3,4,False
909,6,6,5,False
910,7,7,9,False
911,9,9,2,False
912,5,5,3,False
913,5,5,9,False
914,9,9,4,False
915,9,9,3,False
916,6,6,9,False
917,0,0,2,False
918,9,9,7,False
919,2,2,0,False
920,2,2,4,False
921,2,2,7,False
922,9,9,2,False
923,8,8,0,False
924,7,7,9,False
925,1,1,7,False
926,5,5,1,False
927,3,3,1,False
928,5,5,2,False
929,8,8,9,False
930,1,1,2,False
931,4,4,9,False
932,8,8,3,False
933,8,8,8,False
934,7,7,7,False
935,3,3,6,False
936,3,3,6,False
937,9,9,0,False
938,1,1,1,False
939,6,6,8,False
940,9,9,8,False
941,7,7,6,False
942,5,5,9,False
943,1,1,3,False
944,5,5,0,False
945,4,4,4,False
946,6,6,3,False
947,9,9,4,False
948,2,2,4,False
949,4,4,0,False
950,4,4,8,False
951,4,4,1,False
952,5,5,4,False
953,6,6,8,False
954,6,6,6,False
955,0,0,6,False
956,0,0,3,False
957,9,9,5,False
958,9,9,1,False
959,7,7,4,False
960,6,6,8,False
961,6,6,4,False
962,4,4,1,False
963,3,3,9,False
964,6,6,8,False
965,6,6,9,False
966,5,5,7,False
967,0,0,8,False
968,2,2,1,False
969,4,4,9,False
970,7,7,7,False
971,3,3,0,False
972,3,3,8,False
973,0,0,5,False
974,3,3,4,False
975,9,9,8,False
976,2,2,0,False
977,7,7,8,False
978,5,5,9,False
979,7,7,4,False
980,7,7,1,False
981,3,3,9,False
982,5,5,6,False
983,9,9,4,False
984,5,5,8,False
985,7,7,0,False
986,6,6,4,False
987,5,5,7,False
988,5,5,9,False
989,6,6,4,False
990,8,8,4,False
991,7,7,9,False
992,1,1,3,False
993,2,2,3,False
994,3,3,8,False
995,1,1,2,False
996,0,0,1,False
997,2,2,6,False
998,6,6,6,False
999,4,4,3,False
1000,0,0,3,False
1001,6,6,4,False
1002,3,3,5,False
1003,7,7,6,False
1004,6,6,7,False
1005,0,0,5,False
1006,7,7,5,False
1007,2,2,5,False
1008,9,9,3,False
1009,6,6,7,False
1010,9,9,5,False
1011,5,5,6,False
1012,9,9,6,False
1013,7,7,4,False
1014,6,6,5,False
1015,9,9,7,False
1016,3,3,2,False
1017,2,2,4,False
1018,6,6,9,False
1019,6,6,7,False
1020,6,6,0,False
1021,4,4,5,False
1022,5,5,0,False
1023,5,5,9,False
1024,0,0,7,False
1025,5,5,8,False
1026,5,5,2,False
1027,6,6,5,False
1028,4,4,5,False
1029,9,9,6,False
1030,5,5,6,False
1031,1,1,3,False
1032,7,7,0,False
1033,8,8,2,False
1034,4,4,5,False
1035,2,2,7,False
1036,4,4,9,False
1037,8,8,3,False
1038,0,0,4,False
1039,7,7,3,False
1040,0,0,4,False
1041,3,3,7,False
1042,0,0,9,False
1043,4,4,6,False
1044,0,0,5,False
1045,4,4,3,False
1046,5,5,6,False
1047,2,2,2,False
1048,3,3,4,False
1049,2,2,1,False
1050,7,7,4,False
1051,1,1,3,False
1052,5,5,4,False
1053,2,2,1,False
1054,6,6,9,False
1055,4,4,4,False
1056,3,3,7,False
1057,7,7,4,False
1058,9,9,9,False
1059,0,0,2,False
1060,6,6,6,False
1061,5,5,7,False
1062,4,4,7,False
1063,4,4,5,False
1064,7,7,5,False
1065,8,8,1,False
1066,7,7,2,False
1067,8,8,6,False
1068,2,2,5,False
1069,7,7,9,False
1070,0,0,8,False
1071,3,3,3,False
1072,3,3,1,False
1073,4,4,5,False
1074,1,1,8,False
1075,3,3,5,False
1076,4,4,8,False
1077,3,3,6,False
1078,3,3,8,False
1079,1,1,3,False
1080,2,2,5,False
1081,2,2,9,False
1082,1,1,3,False
1083,5,5,9,False
1084,3,3,7,False
1085,0,0,7,False
1086,9,9,1,False
1087,2,2,9,False
1088,9,9,4,False
1089,1,1,0,False
1090,2,2,1,False
1091,5,5,4,False
1092,3,3,4,False
1093,6,6,8,False
1094,0,0,8,False
1095,4,4,5,False
1096,4,4,0,False
1097,6,6,1,False
1098,4,4,8,False
1099,7,7,0,False
1100,8,8,9,False
1101,8,8,9,False
1102,5,5,5,False
1103,8,8,2,False
1104,7,7,0,False
1105,3,3,5,False
1106,0,0,0,False
1107,9,9,6,False
1108,4,4,8,False
1109,5,5,7,False
1110,8,8,9,False
1111,5,5,4,False
1112,1,1,8,False
1113,8,8,3,False
1114,3,3,4,False
1115,5,5,0,False
1116,2,2,0,False
1117,2,2,7,False
1118,4,4,4,False
1119,9,9,3,False
1120,1,1,1,False
1121,7,7,8,False
1122,2,2,0,False
1123,6,6,8,False
1124,8,8,3,False
1125,5,5,6,False
1126,0,0,6,False
1127,6,6,8,False
1128,3,3,5,False
1129,8,8,4,False
1130,6,6,1,False
1131,4,4,6,False
1132,2,2,5,False
1133,9,9,9,False
1134,6,6,7,False
1135,7,7,5,False
1136,6,6,6,False
1137,0,0,0,False
1138,7,7,2,False
1139,1,1,7,False
1140,6,6,5,False
1141,2,2,9,False
1142,7,7,6,False
1143,6,6,4,False
1144,6,6,7,False
1145,3,3,2,False
1146,2,2,3,False
1147,0,0,0,False
1148,5,5,9,False
1149,8,8,2,False
1150,8,8,2,False
1151,5,5,2,False
1152,4,4,1,False
1153,9,9,2,False
1154,6,6,1,False
1155,4,4,0,False
1156,2,2,6,False
1157,3,3,4,False
1158,8,8,5,False
1159,2,2,2,False
1160,8,8,8,False
1161,8,8,3,False
1162,1,1,8,False
1163,7,7,4,False
1164,2,2,2,False
1165,3,3,0,False
1166,2,2,8,False
1167,9,9,1,False
1168,1,1,9,False
1169,9,9,3,False
1170,4,4,3,False
1171,3,3,0,False
1172,6,6,9,False
1173,1,1,1,False
1174,5,5,8,False
1175,3,3,1,False
1176,1,1,9,False
1177,9,9,8,False
1178,1,1,7,False
1179,4,4,9,False
1180,0,0,0,False
1181,2,2,4,False
1182,0,0,5,False
1183,6,6,7,False
1184,6,6,5,False
1185,2,2,6,False
1186,8,8,2,False
1187,8,8,0,False
1188,5,5,5,False
1189,7,7,8,False
1190,1,1,2,False
1191,4,4,0,False
1192,7,7,9,False
1193,9,9,7,False
1194,6,6,1,False
1195,0,0,7,False
1196,8,8,0,False
1197,1,1,4,False
1198,9,9,0,False
1199,0,0,9,False
1200,4,4,4,False
1201,8,8,3,False
1202,9,9,9,False
1203,1,1,8,False
1204,4,4,6,False
1205,1,1,6,False
1206,4,4,7,False
1207,4,4,9,False
1208,4,4,8,False
1209,4,4,1,False
1210,9,9,1,False
1211,8,8,8,False
1212,2,2,9,False
1213,1,1,2,False
1214,4,4,2,False
1215,2,2,0,False
1216,5,5,3,False
1217,0,0,6,False
1218,1,1,6,False
1219,5,5,4,False
1220,6,6,2,False
1221,1,1,8,False
1222,2,2,1,False
1223,7,7,1,False
1224,9,9,2,False
1225,9,9,1,False
1226,7,7,3,False
1227,2,2,5,False
1228,4,4,6,False
1229,7,7,6,False
1230,8,8,1,False
1231,9,9,4,False
1232,9,9,9,False
1233,7,7,7,False
1234,3,3,6,False
1235,0,0,1,False
1236,3,3,5,False
1237,6,6,4,False
1238,2,2,3,False
1239,4,4,0,False
1240,0,0,0,False
1241,4,4,0,False
1242,1,1,5,False
1243,6,6,4,False
1244,7,7,4,False
1245,9,9,9,False
1246,3,3,3,False
1247,7,7,4,False
1248,0,0,2,False
1249,5,5,1,False
1250,8,8,3,False
1251,6,6,6,False
1252,8,8,6,False
1253,7,7,7,False
1254,2,2,3,False
1255,5,5,9,False
1256,4,4,3,False
1257,4,4,9,False
1258,4,4,2,False
1259,6,6,4,False
1260,5,5,5,False
1261,2,2,1,False
1262,5,5,0,False
1263,3,3,6,False
1264,2,2,2,False
1265,9,9,5,False
1266,1,1,7,False
1267,3,3,5,False
1268,1,1,1,False
1269,5,5,9,False
1270,6,6,5,False
1271,9,9,0,False
1272,2,2,4,False
1273,6,6,5,False
1274,2,2,2,False
1275,0,0,8,False
1276,6,6,6,False
1277,4,4,2,False
1278,8,8,1,False
1279,7,7,7,False
1280,6,6,3,False
1281,8,8,0,False
1282,7,7,9,False
1283,2,2,8,False
1284,9,9,2,False
1285,9,9,3,False
1286,3,3,2,False
1287,0,0,6,False
1288,3,3,1,False
1289,7,7,0,False
1290,4,4,1,False
1291,6,6,5,False
1292,4,4,0,False
1293,3,3,5,False
1294,6,6,3,False
1295,8,8,5,False
1296,7,7,2,False
1297,1,1,3,False
1298,4,4,8,False
1299,1,1,6,False
1300,4,4,9,False
1301,5,5,6,False
1302,2,2,0,False
1303,2,2,1,False
1304,0,0,0,False
1305,5,5,7,False
1306,6,6,4,False
1307,6,6,9,False
1308,1,1,1,False
1309,0,0,6,False
1310,1,1,9,False
1311,3,3,7,False
1312,9,9,0,False
1313,0,0,0,False
1314,6,6,4,False
1315,2,2,0,False
1316,2,2,0,False
1317,7,7,3,False
1318,8,8,4,False
1319,5,5,0,False
1320,0,0,1,False
1321,2,2,8,False
1322,2,2,3,False
1323,4,4,5,False
1324,5,5,0,False
1325,9,9,8,False
1326,9,9,1,False
1327,5,5,9,False
1328,4,4,1,False
1329,9,9,8,False
1330,5,5,3,False
1331,6,6,1,False
1332,7,7,1,False
1333,0,0,1,False
1334,0,0,1,False
1335,3,3,7,False
1336,5,5,0,False
1337,4,4,8,False
1338,4,4,0,False
1339,9,9,8,False
1340,9,9,6,False
1341,2,2,8,False
1342,2,2,7,False
1343,5,5,8,False
1344,4,4,6,False
1345,6,6,3,False
1346,3,3,4,False
1347,1,1,3,False
1348,4,4,6,False
1349,4,4,0,False
1350,0,0,8,False
1351,0,0,8,False
1352,9,9,4,False
1353,4,4,5,False
1354,1,1,0,False
1355,8,8,1,False
1356,1,1,4,False
1357,0,0,5,False
